record_type,link_id,genre,rating,count,within_genre_pct,within_rating_pct,x,y,point_order,thickness_px,node_side,node_label,node_display,node_total,x0,x1,y0,y1,label_x,label_y
link_point,Action to M,Action,M,329,28.509532062391678,44.16107382550336,0.692,3591.708,4,38.506554307116104,,,,,,,,,,
link_point,Action to M,Action,M,329,28.509532062391678,44.16107382550336,0.8199999999999998,3682.5,5,38.506554307116104,,,,,,,,,,
link_point,Role-Playing to E,Role-Playing,E,81,12.755905511811024,5.012376237623763,0.18,3046.5,0,9.480337078651685,,,,,,,,,,
link_point,Role-Playing to E,Role-Playing,E,81,12.755905511811024,5.012376237623763,0.30799999999999994,2892.268,1,9.480337078651685,,,,,,,,,,
link_point,Role-Playing to E,Role-Playing,E,81,12.755905511811024,5.012376237623763,0.43599999999999994,2524.484,2,9.480337078651685,,,,,,,,,,
link_point,Role-Playing to E,Role-Playing,E,81,12.755905511811024,5.012376237623763,0.564,2085.516,3,9.480337078651685,,,,,,,,,,
link_point,Role-Playing to E,Role-Playing,E,81,12.755905511811024,5.012376237623763,0.692,1717.7319999999997,4,9.480337078651685,,,,,,,,,,
link_point,Role-Playing to E,Role-Playing,E,81,12.755905511811024,5.012376237623763,0.8199999999999998,1563.5,5,9.480337078651685,,,,,,,,,,
link_point,Role-Playing to E10+,Role-Playing,E10+,104,16.37795275590551,21.711899791231733,0.18,3139,0,12.172284644194757,,,,,,,,,,
link_point,Role-Playing to E10+,Role-Playing,E10+,104,16.37795275590551,21.711899791231733,0.30799999999999994,3027.824,1,12.172284644194757,,,,,,,,,,
link_point,Role-Playing to E10+,Role-Playing,E10+,104,16.37795275590551,21.711899791231733,0.43599999999999994,2762.712,2,12.172284644194757,,,,,,,,,,
link_point,Role-Playing to E10+,Role-Playing,E10+,104,16.37795275590551,21.711899791231733,0.564,2446.288,3,12.172284644194757,,,,,,,,,,
link_point,Role-Playing to E10+,Role-Playing,E10+,104,16.37795275590551,21.711899791231733,0.692,2181.176,4,12.172284644194757,,,,,,,,,,
link_point,Role-Playing to E10+,Role-Playing,E10+,104,16.37795275590551,21.711899791231733,0.8199999999999998,2070,5,12.172284644194757,,,,,,,,,,
link_point,Role-Playing to T,Role-Playing,T,352,55.43307086614173,27.67295597484277,0.18,3367,0,41.19850187265918,,,,,,,,,,
link_point,Role-Playing to T,Role-Playing,T,352,55.43307086614173,27.67295597484277,0.30799999999999994,3335.488,1,41.19850187265918,,,,,,,,,,
link_point,Role-Playing to T,Role-Playing,T,352,55.43307086614173,27.67295597484277,0.43599999999999994,3260.344,2,41.19850187265918,,,,,,,,,,
link_point,Role-Playing to T,Role-Playing,T,352,55.43307086614173,27.67295597484277,0.564,3170.656,3,41.19850187265918,,,,,,,,,,
link_point,Role-Playing to T,Role-Playing,T,352,55.43307086614173,27.67295597484277,0.692,3095.5119999999997,4,41.19850187265918,,,,,,,,,,
link_point,Role-Playing to T,Role-Playing,T,352,55.43307086614173,27.67295597484277,0.8199999999999998,3064,5,41.19850187265918,,,,,,,,,,
link_point,Role-Playing to M,Role-Playing,M,98,15.433070866141732,13.154362416107382,0.18,3592,0,11.47003745318352,,,,,,,,,,
link_point,Role-Playing to M,Role-Playing,M,98,15.433070866141732,13.154362416107382,0.30799999999999994,3623.616,1,11.47003745318352,,,,,,,,,,
link_point,Role-Playing to M,Role-Playing,M,98,15.433070866141732,13.154362416107382,0.43599999999999994,3699.008,2,11.47003745318352,,,,,,,,,,
link_point,Role-Playing to M,Role-Playing,M,98,15.433070866141732,13.154362416107382,0.564,3788.992,3,11.47003745318352,,,,,,,,,,
link_point,Role-Playing to M,Role-Playing,M,98,15.433070866141732,13.154362416107382,0.692,3864.384,4,11.47003745318352,,,,,,,,,,
link_point,Role-Playing to M,Role-Playing,M,98,15.433070866141732,13.154362416107382,0.8199999999999998,3896,5,11.47003745318352,,,,,,,,,,
link_point,Shooter to E,Shooter,E,44,7.345575959933222,2.722772277227723,0.18,3695,0,5.149812734082397,,,,,,,,,,
link_point,Shooter to E,Shooter,E,44,7.345575959933222,2.722772277227723,0.30799999999999994,3479.824,1,5.149812734082397,,,,,,,,,,
link_point,Shooter to E,Shooter,E,44,7.345575959933222,2.722772277227723,0.43599999999999994,2966.7119999999995,2,5.149812734082397,,,,,,,,,,
link_point,Shooter to E,Shooter,E,44,7.345575959933222,2.722772277227723,0.564,2354.2880000000005,3,5.149812734082397,,,,,,,,,,
link_point,Shooter to E,Shooter,E,44,7.345575959933222,2.722772277227723,0.692,1841.1759999999997,4,5.149812734082397,,,,,,,,,,
link_point,Shooter to E,Shooter,E,44,7.345575959933222,2.722772277227723,0.8199999999999998,1626,5,5.149812734082397,,,,,,,,,,
link_point,Shooter to E10+,Shooter,E10+,37,6.176961602671119,7.724425887265135,0.18,3735.5,0,4.330524344569288,,,,,,,,,,
link_point,Shooter to E10+,Shooter,E10+,37,6.176961602671119,7.724425887265135,0.30799999999999994,3569.62,1,4.330524344569288,,,,,,,,,,
link_point,Shooter to E10+,Shooter,E10+,37,6.176961602671119,7.724425887265135,0.43599999999999994,3174.06,2,4.330524344569288,,,,,,,,,,
link_point,Shooter to E10+,Shooter,E10+,37,6.176961602671119,7.724425887265135,0.564,2701.94,3,4.330524344569288,,,,,,,,,,
link_point,Shooter to E10+,Shooter,E10+,37,6.176961602671119,7.724425887265135,0.692,2306.38,4,4.330524344569288,,,,,,,,,,
