Name,Platform,Year_of_Release,Genre,User_Score,User_Count
NieR,X360,2010.0,Role-Playing,8.3,126.0
Zoo Tycoon 2 DS,DS,2008.0,Strategy,5.4,7.0
Area 51,XB,2005.0,Shooter,8.1,16.0
Deadpool,PS4,2015.0,Action,5.7,68.0
UEFA Euro 2016,PS4,2016.0,Sports,6.6,8.0
Wanted: Weapons of Fate,PS3,2009.0,Shooter,7.1,25.0
Mega Man X8,PS2,2004.0,Platform,8.5,63.0
The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,8.2,73.0
Ford Mustang: The Legend Lives,PS2,2005.0,Racing,7.3,8.0
FlatOut: Head On,PSP,2008.0,Racing,8.2,21.0
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,8.8,17.0
Resident Evil: Revelations 2,PS3,2015.0,Action,6.8,48.0
Heroes of the Pacific,PS2,2005.0,Simulation,8.4,15.0
Prince of Persia: Rival Swords,Wii,2007.0,Action,7.7,21.0
The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,7.8,19.0
Trace Memory,DS,2005.0,Adventure,8.1,42.0
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,8.2,43.0
Nicktoons: Battle for Volcano Island,GC,,Action,7.0,4.0
Borderlands: The Pre-Sequel,PC,2014.0,Shooter,6.2,703.0
Madden NFL 08,XB,2007.0,Sports,6.0,4.0
Trauma Center: New Blood,Wii,2007.0,Simulation,8.0,20.0
Starhawk,PS3,2012.0,Action,7.8,188.0
Pirates of the Caribbean,XB,2003.0,Role-Playing,7.4,27.0
FIFA Soccer 13,3DS,2012.0,Action,3.7,16.0
Ace Combat: Joint Assault,PSP,2010.0,Simulation,7.2,12.0
The BIGS 2,Wii,2009.0,Sports,8.5,6.0
Turning Point: Fall of Liberty,X360,2008.0,Shooter,6.8,87.0
Sonic Boom: Shattered Crystal,3DS,2014.0,Action,6.3,160.0
MLB Power Pros,Wii,2007.0,Sports,8.4,45.0
"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,7.3,26.0
Dynasty Tactics,PS2,2002.0,Strategy,8.1,31.0
Call of Juarez: The Cartel,PS3,2011.0,Shooter,5.5,74.0
Angry Birds Star Wars,PS3,2013.0,Strategy,3.6,23.0
Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,5.4,348.0
SimCity 4,PC,2003.0,Simulation,8.7,268.0
Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,6.2,5.0
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,8.1,173.0
Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,8.8,13.0
Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,8.6,38.0
Warriors Orochi 2,PSP,2008.0,Action,7.5,4.0
Feel the Magic XY/XX,DS,2004.0,Puzzle,8.1,18.0
Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,8.9,27.0
Dead Rising: Chop Till You Drop,Wii,2009.0,Action,6.5,35.0
Spyro: A Hero's Tail,GC,2004.0,Platform,8.3,10.0
NASCAR 08,X360,2007.0,Racing,5.2,30.0
World of Tanks,PC,2011.0,Shooter,3.7,1466.0
Links 2004,XB,2003.0,Sports,9.0,9.0
Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,7.9,35.0
Assassin's Creed IV: Black Flag,WiiU,2013.0,Action,7.7,207.0
Earthworm Jim,GBA,2001.0,Platform,5.7,6.0
Tales of Phantasia,GBA,2003.0,Role-Playing,8.1,24.0
Monster 4x4: Masters of Metal,PS2,2003.0,Racing,8.3,13.0
Hot Shots Golf: World Invitational,PS3,2012.0,Sports,7.9,9.0
Dragon Ball GT: Transformation,GBA,2005.0,Action,8.2,26.0
Battlefield: Hardline,X360,2015.0,Shooter,4.1,65.0
FIFA 15,PC,2014.0,Sports,4.2,383.0
The Warriors,XB,2005.0,Action,8.2,21.0
Shadow Hearts,PS2,2001.0,Role-Playing,8.8,55.0
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006.0,Fighting,8.5,40.0
Haven: Call of the King,PS2,,Platform,6.9,15.0
Street Hoops,XB,2002.0,Sports,8.0,4.0
R: Racing Evolution,PS2,2003.0,Racing,6.2,5.0
The Golden Compass,PS3,2007.0,Action,4.8,16.0
ATV Quad Power Racing 2,GC,2003.0,Racing,9.0,4.0
Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,7.5,20.0
Final Fantasy VI Advance,GBA,2006.0,Role-Playing,8.4,190.0
LEGO The Lord of the Rings,PSV,2012.0,Action,5.6,35.0
Viewtiful Joe,PS2,2004.0,Action,8.5,35.0
DeathSmiles,X360,2009.0,Shooter,8.4,47.0
Fable: The Journey,X360,2012.0,Role-Playing,4.8,80.0
Bladestorm: The Hundred Years' War,PS3,2007.0,Action,7.9,28.0
SAW,X360,2009.0,Action,7.4,50.0
Chromehounds,X360,2006.0,Simulation,7.0,72.0
Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,7.6,21.0
Unreal Championship 2: The Liandri Conflict,XB,,Shooter,8.2,21.0
Kung Fu Chaos,XB,2003.0,Fighting,8.5,27.0
Reel Fishing: Angler's Dream,Wii,2009.0,Sports,7.5,4.0
Shrek the Third,Wii,2007.0,Action,6.7,7.0
Jackass the Game,PS2,2007.0,Action,6.6,14.0
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,8.0,17.0
Operation Flashpoint: Red River,X360,2011.0,Shooter,6.1,29.0
Transformers: Dark of the Moon,X360,2011.0,Action,6.7,30.0
Surf's Up,DS,2007.0,Sports,7.0,4.0
Assassin's Creed II: Discovery,DS,2009.0,Action,7.3,22.0
Syphon Filter: Dark Mirror,PS2,2007.0,Shooter,7.8,12.0
Mission: Impossible - Operation Surma,PS2,2003.0,Platform,7.8,10.0
MLB 07: The Show,PSP,2007.0,Sports,7.2,10.0
Driver: Parallel Lines,PS2,2006.0,Racing,6.9,74.0
Mega Man ZX,DS,2006.0,Platform,8.3,32.0
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,4.7,10.0
Dead or Alive,PS,1998.0,Fighting,8.6,18.0
Dead to Rights: Retribution,PS3,2010.0,Shooter,5.9,27.0
Wild ARMs 5,PS2,2006.0,Role-Playing,7.5,22.0
NFL Blitz 20-02,PS2,2002.0,Sports,8.9,15.0
El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,7.5,40.0
Tony Hawk: Shred,PS3,2010.0,Sports,6.7,6.0
NCAA March Madness 2005,XB,2004.0,Sports,7.8,4.0
Alien: Isolation,X360,2014.0,Shooter,8.2,113.0
Kenka Bancho: Badass Rumble,PSP,2008.0,Action,7.5,6.0
Silent Hill 2: Restless Dreams,XB,2001.0,Action,8.3,39.0
Sniper Elite 3,PS3,2014.0,Shooter,6.4,18.0
NES Remix,WiiU,2014.0,Action,7.1,133.0
Skylanders: Trap Team,3DS,2014.0,Action,3.4,5.0
Bass Strike,PS2,2001.0,Sports,5.8,4.0
NHL Hitz 20-03,PS2,2002.0,Sports,8.4,11.0
Bionic Commando,X360,2009.0,Platform,7.3,87.0
Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,6.5,17.0
Mister Mosquito,PS2,2001.0,Shooter,4.9,11.0
Rugby World Cup 2011,X360,2011.0,Sports,3.9,13.0
Virtua Fighter 5 Online,X360,2007.0,Fighting,7.6,62.0
Indiana Jones and the Staff of Kings,PS2,2009.0,Action,7.5,13.0
Angry Birds Star Wars,X360,2013.0,Strategy,5.6,25.0
Deer Hunter,PS2,2003.0,Sports,8.5,17.0
Dave Mirra Freestyle BMX 2,GC,2001.0,Sports,7.7,10.0
One Piece: Unlimited World Red,PS3,2014.0,Action,7.3,46.0
True Crime: New York City,XB,2005.0,Action,7.8,17.0
Summer Heat Beach Volleyball,PS2,2003.0,Sports,7.7,19.0
Avatar: The Last Airbender,Wii,2006.0,Adventure,5.8,8.0
Castlevania: Aria of Sorrow,GBA,2003.0,Platform,9.1,127.0
Myst III: Exile,PS2,2002.0,Adventure,7.0,4.0
Shin Megami Tensei: Strange Journey,DS,2009.0,Role-Playing,8.7,69.0
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,6.7,100.0
Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,8.3,6.0
Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,6.5,8.0
Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,5.8,12.0
Over the Hedge,DS,2006.0,Platform,6.4,9.0
Siren: Blood Curse,PS3,2008.0,Action,8.1,87.0
NBA 2K12,PSP,2011.0,Sports,5.0,7.0
NHL Hitz 20-02,XB,2001.0,Sports,8.7,11.0
GRID 2,X360,2013.0,Racing,5.8,156.0
Evil Dead: Hail to the King,PS,2000.0,Adventure,6.0,7.0
Need for Speed: The Run,Wii,2011.0,Action,3.6,21.0
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,8.1,7.0
The Evil Within,PC,2014.0,Action,5.9,721.0
Mass Effect Trilogy,PC,2012.0,Action,8.0,60.0
Dead Rising 2: Off the Record,X360,2011.0,Action,7.5,60.0
WWII Aces,Wii,2008.0,Simulation,5.4,18.0
Athens 2004,PS2,2004.0,Sports,7.2,13.0
Pro Race Driver,PS2,2002.0,Racing,8.5,20.0
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,9.0,59.0
Iron Man 2,X360,2010.0,Action,5.9,54.0
Disgaea 3: Absence of Detention,PSV,,Role-Playing,7.6,116.0
Rocky: Legends,PS2,2004.0,Action,8.6,12.0
The Warriors,PSP,2007.0,Action,7.8,21.0
RalliSport Challenge 2,XB,2004.0,Racing,9.1,33.0
Pac-Pix,DS,2005.0,Puzzle,7.1,7.0
F1 Race Stars,X360,2012.0,Racing,5.7,22.0
NHL 07,X360,2006.0,Sports,5.3,167.0
RollerCoaster Tycoon 3,PC,2004.0,Strategy,5.0,346.0
Ty the Tasmanian Tiger,GC,2002.0,Platform,8.7,15.0
WWE Road to WrestleMania X8,GBA,2002.0,Fighting,7.5,6.0
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,8.4,20.0
NASCAR 06: Total Team Control,XB,2005.0,Racing,5.9,7.0
BloodRayne 2,PS2,2004.0,Shooter,8.5,21.0
Rory McIlroy PGA Tour,XOne,2015.0,Action,4.3,77.0
The Club,X360,2008.0,Shooter,6.8,43.0
NHL 2002,XB,2001.0,Sports,8.8,5.0
LEGO The Hobbit,XOne,2014.0,Action,6.8,36.0
Lightning Returns: Final Fantasy XIII,X360,2013.0,Role-Playing,6.6,222.0
Shadow of Rome,PS2,2005.0,Action,8.3,62.0
NASCAR 2011: The Game,PS3,2011.0,Racing,3.7,15.0
Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,8.0,28.0
Transformers: Cybertron Adventures,Wii,2010.0,Action,6.5,8.0
Stuntman: Ignition,PS2,2007.0,Racing,6.4,8.0
Gun,X360,,Shooter,7.5,57.0
NHL 2K11,Wii,2010.0,Sports,5.8,4.0
Fantastic 4,XB,2005.0,Action,6.6,8.0
Rapala Pro Bass Fishing 2010,PS3,2010.0,Sports,8.5,4.0
MotoGP,PS2,2000.0,Racing,6.0,5.0
Batman: Arkham Origins Blackgate,3DS,2013.0,Action,6.8,38.0
Shadows of the Damned,PS3,2011.0,Action,8.1,124.0
R.U.S.E.,PC,2010.0,Strategy,8.1,176.0
LEGO Marvel's Avengers,PS3,2016.0,Action,5.5,8.0
NBA Live 2004,GC,2003.0,Sports,9.0,4.0
Reign of Fire,PS2,2002.0,Shooter,7.0,4.0
The Sims 2: Pets,GC,2006.0,Simulation,7.3,8.0
Ultimate NES Remix,3DS,2014.0,Action,7.6,32.0
Tropico 4,PC,2011.0,Strategy,7.7,359.0
The BIGS,X360,2007.0,Sports,8.4,21.0
Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,8.9,21.0
Knockout Kings 2002,XB,2002.0,Sports,7.9,7.0
Cabela's Big Game Hunter 2010,X360,2009.0,Sports,5.6,5.0
InuYasha: Feudal Combat,PS2,2005.0,Fighting,8.3,21.0
R.U.S.E.,X360,2010.0,Strategy,7.0,38.0
Duel Masters,PS2,2004.0,Strategy,8.3,6.0
MotionSports: Adrenaline,X360,2011.0,Sports,7.4,7.0
The Dog Island,PS2,2007.0,Adventure,7.0,6.0
NBA 07,PS3,2006.0,Sports,6.3,10.0
Call of Juarez: The Cartel,X360,2011.0,Shooter,5.7,109.0
Need for Speed: Most Wanted,DS,2005.0,Racing,6.1,22.0
Section 8,X360,2009.0,Shooter,7.3,59.0
ESPN NBA Basketball,XB,2003.0,Sports,8.2,25.0
Family Guy: Back to the Multiverse,PS3,2012.0,Action,6.4,31.0
All-Pro Football 2K8,X360,2007.0,Sports,6.8,52.0
Fish Tycoon,DS,2007.0,Simulation,7.0,6.0
Plants vs. Zombies,X360,2010.0,Strategy,8.2,160.0
Batman: Return to Arkham,PS4,2016.0,Action,8.5,79.0
Rune: Viking Warlord,PS2,2001.0,Action,7.3,11.0
The Incredible Hulk,X360,2008.0,Action,6.4,24.0
Panzer Dragoon Orta,XB,2002.0,Shooter,8.5,64.0
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,5.6,9.0
NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,8.3,11.0
Suikoden Tierkreis,DS,2008.0,Role-Playing,7.4,37.0
Superman Returns,X360,2006.0,Action,6.2,49.0
Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,8.8,79.0
Angry Birds Star Wars,Wii,2013.0,Strategy,2.8,5.0
Tearaway Unfolded,PS4,2015.0,Platform,8.1,188.0
MLB SlugFest 2006,PS2,2006.0,Sports,7.5,10.0
Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,8.9,24.0
The Incredible Hulk,PS3,2008.0,Action,6.8,20.0
Deadly Premonition,X360,2010.0,Action,8.2,332.0
Ford Racing 3,PS2,2004.0,Racing,6.6,8.0
The Adventures of Tintin: The Game,PS3,2011.0,Action,5.7,13.0
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.0,Role-Playing,8.4,8.0
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,8.6,20.0
Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,8.2,89.0
Final Fantasy V Advance,GBA,2006.0,Role-Playing,7.2,75.0
Need for Speed: Most Wanted,GBA,2005.0,Racing,8.3,14.0
Star Wars: Bounty Hunter,GC,2002.0,Shooter,7.6,16.0
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,7.8,9.0
Bratz: The Movie,Wii,2007.0,Simulation,5.0,6.0
Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,6.6,11.0
Angry Birds Trilogy,X360,2012.0,Action,3.5,27.0
Major League Baseball 2K9,Wii,2009.0,Sports,4.5,10.0
WWE 2K17,XOne,2016.0,Sports,5.5,27.0
Battlestations: Midway,X360,2007.0,Strategy,7.1,40.0
Riding Spirits,PS2,2002.0,Racing,9.0,17.0
Project CARS,XOne,2015.0,Racing,5.8,135.0
MLB 09: The Show,PSP,2009.0,Sports,6.9,7.0
Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,7.9,10.0
NCAA March Madness 08,PS2,2007.0,Sports,5.0,8.0
Armored Core: Nexus,PS2,2004.0,Simulation,8.7,7.0
Evolution Skateboarding,PS2,2002.0,Sports,6.7,9.0
Outlaw Volleyball,XB,2003.0,Sports,8.4,7.0
Batman: Vengeance,GC,2001.0,Adventure,5.8,16.0
Spider-Man: Web of Shadows,PS3,2008.0,Action,7.9,34.0
Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,8.4,43.0
Crash Nitro Kart,GC,2003.0,Racing,7.4,8.0
Samurai Warriors 4,PS3,2014.0,Action,8.0,11.0
ExciteBots: Trick Racing,Wii,2009.0,Racing,8.6,26.0
Oddworld: Stranger's Wrath,XB,2005.0,Adventure,9.1,58.0
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,6.9,12.0
Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,6.6,120.0
Battleborn,PS4,2016.0,Shooter,6.8,402.0
Drakan: The Ancients' Gates,PS2,2002.0,Adventure,9.0,39.0
Resident Evil: Revelations,X360,2013.0,Action,7.4,170.0
Tony Hawk: Shred,X360,2010.0,Sports,6.6,10.0
Tokyo Jungle,PS3,2012.0,Action,8.4,89.0
Army of Two: The Devil's Cartel,X360,2013.0,Shooter,6.2,195.0
Puppeteer,PS3,2013.0,Platform,8.5,236.0
Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,6.5,41.0
Resident Evil: Deadly Silence,DS,2006.0,Action,8.4,36.0
Legendary,X360,2008.0,Shooter,7.1,87.0
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,7.5,79.0
Rayman DS,DS,2005.0,Platform,7.6,19.0
Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,8.4,14.0
All-Star Baseball 2003,XB,2002.0,Sports,8.1,7.0
MTX Mototrax,PS2,2004.0,Racing,8.1,9.0
NBA ShootOut 2004,PS2,2003.0,Sports,7.8,8.0
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,3.6,5.0
Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,8.2,39.0
Formula One 2001,PS2,2001.0,Racing,6.0,5.0
Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,8.6,7.0
Baldur's Gate: Dark Alliance II,XB,2004.0,Role-Playing,7.9,16.0
Madden NFL 2005,DS,2004.0,Sports,7.7,7.0
MVP Baseball 2004,GC,2004.0,Sports,8.5,11.0
Polarium,DS,2004.0,Puzzle,8.4,17.0
Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,7.4,10.0
Secret Weapons Over Normandy,XB,2003.0,Simulation,8.8,4.0
The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,8.1,2454.0
Teen Titans,PS2,2006.0,Action,8.6,17.0
One Piece: Pirate Warriors 3,PS3,2015.0,Action,3.7,7.0
Star Wars The Clone Wars: Republic Heroes,PS2,2009.0,Action,8.3,9.0
Bomberman Generation,GC,2002.0,Adventure,8.5,15.0
Sega Rally Revo,PSP,2007.0,Racing,7.2,9.0
Surfing H3O,PS2,2000.0,Sports,4.6,8.0
NASCAR 09,X360,2008.0,Racing,7.8,15.0
NASCAR 09,PS3,2008.0,Racing,7.5,10.0
Game of Thrones,X360,2012.0,Role-Playing,5.2,126.0
Happy Feet,GC,2006.0,Action,8.6,8.0
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,3.5,104.0
Amped 2,XB,2003.0,Sports,7.7,20.0
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,5.6,11.0
College Hoops 2K6,PS2,,Sports,7.3,6.0
NHL 08,PS3,2007.0,Action,6.9,23.0
The Legend of Legacy,3DS,2015.0,Role-Playing,7.1,54.0
Juiced 2: Hot Import Nights,PS3,2007.0,Racing,6.4,5.0
WipEout XL,PS,1996.0,Racing,8.7,20.0
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,7.5,44.0
The Powerpuff Girls: Chemical X-Traction,PS,2001.0,Action,6.3,4.0
Dead or Alive Xtreme 2,X360,2006.0,Sports,6.7,42.0
Hunted: The Demon's Forge,PS3,2011.0,Action,6.2,70.0
Men of Valor,XB,2004.0,Shooter,8.0,8.0
Medal of Honor European Assault,GC,2005.0,Shooter,7.9,14.0
Billy Hatcher and the Giant Egg,GC,2003.0,Platform,8.7,31.0
NHL 08,X360,2007.0,Action,8.2,44.0
WipEout Fusion,PS2,2002.0,Racing,8.5,43.0
Prison Break: The Conspiracy,PS3,2010.0,Action,3.8,20.0
NHL 06,XB,2005.0,Sports,8.4,18.0
Imagine: Ballet Star,DS,2008.0,Simulation,7.0,4.0
Anno 2205,PC,2015.0,Strategy,5.9,278.0
Ultimate Fighting Championship,PS,2000.0,Fighting,7.4,16.0
XIII,XB,2003.0,Shooter,8.3,15.0
Up,PS3,2009.0,Action,6.5,4.0
MotoGP '07,X360,2007.0,Racing,7.3,11.0
Cars,X360,2006.0,Racing,6.1,8.0
Need for Speed Rivals,PC,2013.0,Racing,3.3,546.0
The Mummy: Tomb of the Dragon Emperor,PS2,2008.0,Action,6.8,6.0
Def Jam Vendetta,GC,2003.0,Fighting,8.5,8.0
The Sims 2,XB,2005.0,Simulation,7.1,8.0
Spider-Man: Web of Shadows,Wii,2008.0,Action,6.9,13.0
The Bureau: XCOM Declassified,PS3,2013.0,Shooter,6.7,79.0
World Series Baseball 2K3,PS2,2003.0,Sports,8.7,19.0
Tony Hawk's Proving Ground,Wii,2007.0,Sports,6.2,19.0
Indiana Jones and the Staff of Kings,PSP,2009.0,Action,7.8,17.0
The Outfit,X360,2006.0,Action,7.5,48.0
Don King Presents: Prizefighter,X360,2008.0,Sports,6.4,29.0
Devil Kings,PS2,2005.0,Action,7.4,12.0
Bolt,X360,2008.0,Adventure,7.1,7.0
Spider-Man: Edge of Time,X360,2011.0,Action,6.8,33.0
L.A. Noire: The Complete Edition,PC,2011.0,Adventure,7.9,903.0
Dynasty Warriors 6,PS2,2008.0,Action,5.4,14.0
America's Army: Rise of a Soldier,XB,2005.0,Shooter,7.4,21.0
Grandia,PS,1999.0,Role-Playing,6.6,77.0
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,7.5,13.0
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005.0,Platform,7.9,10.0
Armored Core 4,X360,2007.0,Simulation,7.2,31.0
Dreamworks Madagascar Kartz,X360,2009.0,Racing,6.0,4.0
SBK Superbike World Championship,PS3,2008.0,Racing,6.1,8.0
Indiana Jones and the Staff of Kings,DS,2009.0,Action,6.8,11.0
X-Men Origins: Wolverine,Wii,2009.0,Action,6.1,10.0
Disgaea 2: Dark Hero Days,PSP,2009.0,Role-Playing,7.1,47.0
Major League Baseball 2K7,PS3,2007.0,Sports,4.7,7.0
Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,8.0,10.0
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,7.7,40.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014.0,Adventure,5.9,8.0
X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,6.2,26.0
Monster Jam: Path of Destruction,PS3,2010.0,Racing,6.3,4.0
Family Guy: Back to the Multiverse,X360,2012.0,Action,5.0,51.0
Ninja Gaiden 3,X360,2012.0,Action,4.4,136.0
Sid Meier's Civilization VI,PC,2016.0,Strategy,7.3,684.0
Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,6.3,60.0
NBA Courtside 2002,GC,2002.0,Sports,7.4,7.0
F1 2015,XOne,2015.0,Racing,5.3,22.0
Sly Cooper: Thieves in Time,PSV,2013.0,Platform,8.2,148.0
Dora the Explorer: Journey to the Purple Planet,PS2,2005.0,Adventure,7.0,4.0
Digimon World: Data Squad,PS2,2006.0,Role-Playing,8.0,20.0
Catz,GBA,2005.0,Simulation,7.9,8.0
Hitman: Absolution,PC,2012.0,Action,7.0,1327.0
Stella Glow,3DS,2015.0,Role-Playing,8.7,82.0
Racquet Sports,Wii,2010.0,Sports,8.6,15.0
Trials Fusion,XOne,2014.0,Racing,7.1,158.0
Far Cry Instincts Predator,X360,2006.0,Shooter,6.2,80.0
Onechanbara Z2: Chaos,PS4,2014.0,Action,6.5,72.0
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010.0,Platform,8.6,5.0
Skylanders SWAP Force,3DS,2013.0,Platform,6.4,13.0
Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,7.8,4.0
Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,7.3,7.0
MLB,PSP,2005.0,Sports,7.9,18.0
Skylanders: SuperChargers,XOne,2015.0,Action,5.5,17.0
Ys: Memories of Celceta,PSV,2012.0,Action,8.8,237.0
Vexx,PS2,2003.0,Platform,7.6,11.0
Samurai Warriors 4,PS4,2014.0,Action,8.1,74.0
Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,7.8,26.0
TimeSplitters: Future Perfect,PS2,2005.0,Shooter,9.1,117.0
Dynasty Warriors Next,PSV,2011.0,Action,7.5,73.0
Harvest Moon: Magical Melody,GC,2005.0,Simulation,8.9,44.0
Genma Onimusha,XB,2002.0,Action,8.6,10.0
DK: King of Swing,GBA,2005.0,Platform,5.0,6.0
Turning Point: Fall of Liberty,PS3,2008.0,Shooter,5.5,33.0
Homefront,PC,2011.0,Shooter,5.5,531.0
Corvette,XB,2003.0,Racing,8.6,12.0
Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,6.9,12.0
Fuel,PS3,2009.0,Racing,7.4,36.0
NBA Live 10,PSP,2009.0,Sports,4.2,10.0
Burnout 2: Point of Impact,XB,2003.0,Racing,5.1,23.0
Kill.Switch,XB,2003.0,Shooter,8.0,7.0
BioShock 2,PC,,Shooter,8.0,1247.0
Lunar: Silver Star Harmony,PSP,2009.0,Role-Playing,7.7,47.0
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,8.3,8.0
The Simpsons: Road Rage,GC,2001.0,Racing,7.7,12.0
Dynasty Warriors 7,X360,2011.0,Action,8.0,46.0
Total War: Attila,PC,2015.0,Strategy,7.3,520.0
Azurik: Rise of Perathia,XB,2001.0,Action,8.5,14.0
Dragon Ball Z: Sagas,XB,2005.0,Fighting,6.1,8.0
Crash Tag Team Racing,PSP,2005.0,Racing,7.1,25.0
NHRA Championship Drag Racing,PS2,2005.0,Racing,9.1,20.0
Monster Jam,PS2,2007.0,Racing,5.9,7.0
Asura's Wrath,X360,2012.0,Action,6.5,131.0
Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,9.2,60.0
Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,7.4,28.0
NCAA College Basketball 2K3,PS2,2002.0,Sports,8.0,6.0
NHL 17,XOne,2016.0,Sports,4.0,38.0
Bakugan: Battle Brawlers,X360,2009.0,Action,5.2,9.0
Fantastic 4,GC,2005.0,Action,4.0,6.0
Tony Hawk's American Sk8land,GBA,2005.0,Sports,5.4,5.0
Singularity,PS3,,Shooter,7.7,100.0
Metro 2033,PC,2010.0,Shooter,8.1,1472.0
Dragon Ball: XenoVerse,X360,2015.0,Fighting,6.7,46.0
Valhalla Knights,PSP,2006.0,Role-Playing,6.3,15.0
Destiny: The Collection,PS4,2016.0,Shooter,8.1,9.0
The Adventures of Tintin: The Game,X360,2011.0,Action,6.1,12.0
Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,7.9,49.0
Luminous Arc,DS,2007.0,Role-Playing,7.0,24.0
4x4 EVO 2,XB,2001.0,Racing,6.2,5.0
Grand Theft Auto,GBA,2004.0,Action,7.1,23.0
Avalon Code,DS,2008.0,Role-Playing,7.4,13.0
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,8.2,37.0
Rocket League,XOne,2016.0,Sports,8.3,194.0
Spider-Man: Shattered Dimensions,Wii,2010.0,Action,7.7,15.0
Ghost Rider,PSP,2007.0,Action,5.7,13.0
Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,9.1,54.0
X-Men: Destiny,PS3,2011.0,Action,4.8,37.0
Driver '76,PSP,2007.0,Racing,7.9,18.0
Harry Potter and the Order of the Phoenix,PS3,2007.0,Action,6.6,25.0
Galaga: Destination Earth,PS,2000.0,Shooter,8.0,10.0
Dynasty Warriors 6 Empires,X360,2009.0,Action,7.3,28.0
The Testament of Sherlock Holmes,PS3,2012.0,Adventure,7.4,34.0
